"longitude","latitude","lastlatency","model_path","detection_confidence"
"4.2793587","50.8882534","302.60000002384186","models\unrealsim.pt","0.5"
"4.2793916","50.888259","380.5","models\unrealsim.pt","0.5"
"4.2795388","50.8882526","262.3000000715256","models\unrealsim.pt","0.5"
"4.279377","50.8882575","263.90000009536743","models\unrealsim.pt","0.5"
"4.2793681","50.8882592","309.7999999523163","models\unrealsim.pt","0.5"
"4.279372","50.8882603","282.60000002384186","models\unrealsim.pt","0.5"
"4.279035","50.8887142","234.30000007152557","models\unrealsim.pt","0.5"
"4.2792976","50.8883041","243.60000002384186","models\unrealsim.pt","0.5"
"4.2793177","50.8882545","540.7000000476837","models\unrealsim.pt","0.5"
"4.2793151","50.8882542","230.0","models\unrealsim.pt","0.5"
"4.2793126","50.888248","226.39999997615814","models\unrealsim.pt","0.5"
"4.2793335","50.8882518","276.60000002384186","models\unrealsim.pt","0.5"
"4.2793335","50.8882518","656.7999999523163","models\unrealsim.pt","0.5"
"4.279306","50.8882276","254.79999995231628","models\unrealsim.pt","0.5"
"4.2793826","50.888262","269.5","models\unrealsim.pt","0.5"
"4.2793116","50.8882558","282.89999997615814","models\unrealsim.pt","0.5"
"4.279374","50.88826","259.3000000715256","models\unrealsim.pt","0.5"
"4.279327","50.8882364","248.29999995231628","models\unrealsim.pt","0.5"
"4.2793129","50.8881951","253.19999992847443","models\unrealsim.pt","0.5"
"4.2793359","50.8882468","200.10000002384186","models\unrealsim.pt","0.5"
"4.2794541","50.888238","233.19999992847443","models\unrealsim.pt","0.5"
"4.2793704","50.8882494","205.59999990463257","models\unrealsim.pt","0.5"
"4.279378","50.8882523","266.5","models\unrealsim.pt","0.5"
"4.2793612","50.8882653","299.1999999284744","models\unrealsim.pt","0.5"
"4.2793551","50.8882622","226.0","models\unrealsim.pt","0.5"
"4.2793939","50.8882707","250.79999995231628","models\unrealsim.pt","0.5"
"4.2794183","50.8882668","249.30000007152557","models\unrealsim.pt","0.5"
"4.2793773","50.8882621","240.89999997615814","models\unrealsim.pt","0.5"
"4.2793647","50.8882636","285.10000002384186","models\unrealsim.pt","0.5"
"4.2793646","50.8882635","331.10000002384186","models\unrealsim.pt","0.5"
"4.2793638","50.8882643","279.1999999284744","models\unrealsim.pt","0.5"
"4.2793637","50.8882642","270.7000000476837","models\unrealsim.pt","0.5"
"4.2793604","50.8882641","237.79999995231628","models\unrealsim.pt","0.5"
"4.2793596","50.888264","233.30000007152557","models\unrealsim.pt","0.5"
"4.2793601","50.8882638","211.39999997615814","models\unrealsim.pt","0.5"
"4.2793596","50.8882635","242.90000009536743","models\unrealsim.pt","0.5"
"4.2793457","50.8882499","209.20000004768372","models\unrealsim.pt","0.5"
"4.2793664","50.8882534","263.2000000476837","models\unrealsim.pt","0.5"
"4.279366","50.888258","326.7000000476837","models\unrealsim.pt","0.5"
"4.2793377","50.8882657","309.8000000715256","models\unrealsim.pt","0.5"
"4.2793378","50.8882158","329.10000002384186","models\unrealsim.pt","0.5"
"4.2793378","50.8882158","389.8000000715256","models\unrealsim.pt","0.5"
"4.2793793","50.8882587","422.7000000476837","models\unrealsim.pt","0.5"
"4.2793784","50.8882621","347.3000000715256","models\unrealsim.pt","0.5"
"4.2794742","50.8882675","233.30000007152557","models\unrealsim.pt","0.5"
"4.2793282","50.8882478","276.6999999284744","models\unrealsim.pt","0.5"
"4.2793446","50.8882535","249.10000002384186","models\unrealsim.pt","0.5"
"4.2793509","50.8882574","272.10000002384186","models\unrealsim.pt","0.5"
"4.2793378","50.8882583","227.5","models\unrealsim.pt","0.5"
"4.2793383","50.8882556","299.60000002384186","models\unrealsim.pt","0.5"
"4.2793517","50.8882564","223.20000004768372","models\unrealsim.pt","0.5"
"4.2793491","50.888259","232.20000004768372","models\unrealsim.pt","0.5"
"4.2793503","50.8882589","446.0","models\unrealsim.pt","0.5"
"4.2794021","50.888256","213.19999992847443","models\unrealsim.pt","0.5"
"4.2793069","50.8882594","344.2999999523163","models\unrealsim.pt","0.5"
"4.2792681","50.8882662","333.90000009536743","models\unrealsim.pt","0.5"
"4.2793026","50.8882685","252.90000009536743","models\unrealsim.pt","0.5"
"4.2793654","50.8882618","221.79999995231628","models\unrealsim.pt","0.5"
"4.2793599","50.88826","257.5","models\unrealsim.pt","0.5"
"4.2793691","50.8882587","414.10000002384186","models\unrealsim.pt","0.5"
"4.2793724","50.8882605","326.7999999523163","models\unrealsim.pt","0.5"
"4.2793685","50.8882606","322.5","models\unrealsim.pt","0.5"
"4.2793763","50.8882608","338.39999997615814","models\unrealsim.pt","0.5"
"4.2793668","50.8882596","237.29999995231628","models\unrealsim.pt","0.5"
"4.2793555","50.8882542","233.19999992847443","models\unrealsim.pt","0.5"
"4.2793481","50.8882533","245.89999997615814","models\unrealsim.pt","0.5"
"4.2793417","50.8882627","276.0","models\unrealsim.pt","0.5"
